/model.1/conv/Conv,/model.13/cv1/conv/Conv,/model.16/cv1/conv/Conv,/model.16/cv2/conv/Conv,/model.17/conv/Conv,/model.2/cv2/conv/Conv,/model.20/conv/Conv,/model.23/cv2.0/cv2.0.0/conv/Conv,/model.3/conv/Conv,/model.4/cv2/conv/Conv,/model.5/conv/Conv,/model.7/conv/Conv,output0
1,1,1,1,1,1,1,1,1,1,1,1,243232.953125
1,0,0,0,0,1,1,0,1,1,0,1,190249.09375
0,1,0,0,1,0,1,1,0,0,0,1,75129.8984375
1,1,0,0,0,1,0,1,0,1,0,1,213470.546875
0,0,1,0,1,1,1,0,1,1,0,0,49299.015625
0,1,0,1,1,0,0,0,0,1,1,0,69399.0078125
0,0,1,0,0,0,0,1,1,1,1,0,84207.3125
0,1,1,1,0,0,0,0,1,0,0,0,69731.390625
0,1,1,1,0,1,1,1,0,1,1,1,124992.1640625
0,0,1,1,1,0,0,0,0,0,0,0,59517.8828125
1,0,0,0,0,1,1,0,0,0,0,1,189001.40625
1,1,1,0,0,1,1,0,1,1,0,1,197557.640625
0,1,1,0,0,1,1,1,0,1,0,1,88055.4140625
1,0,0,0,1,0,1,0,0,0,0,1,185743.078125
0,0,1,0,1,0,1,1,1,0,0,1,80990.25
0,1,1,1,1,0,0,0,1,1,0,1,77044.640625
0,1,1,1,1,1,0,1,1,0,1,0,126947.7265625
1,1,0,1,1,1,0,0,0,0,1,0,208979.265625
1,0,0,1,0,1,1,1,1,0,0,1,236140.21875
0,1,0,1,0,1,0,0,0,1,0,0,68047.0390625
0,1,0,0,1,0,1,0,0,1,1,1,58321.13671875
1,1,1,0,0,1,1,0,1,1,1,1,201508.703125
1,1,1,1,0,0,0,0,1,0,0,1,209076.53125
0,0,0,0,1,0,1,0,1,0,0,0,26328.619140625
0,0,1,1,1,1,1,0,1,0,1,0,77640.7734375
1,0,1,1,0,0,0,1,0,0,0,1,234404.96875
0,0,1,1,0,0,1,1,1,0,0,1,116273.7265625
1,1,0,1,0,1,1,1,0,0,1,1,240689.375
0,1,0,0,0,0,0,0,0,0,0,0,32558.041015625
1,1,0,0,1,0,1,0,1,0,1,0,195851.84375
0,1,0,1,0,0,1,1,0,0,0,0,109963.75
0,0,0,1,0,1,0,1,0,0,1,1,119744.296875
0,1,1,0,1,0,0,0,1,0,1,0,62494.1796875
0,1,0,1,1,1,0,1,1,1,0,0,121970.2265625
0,1,1,0,1,1,0,1,1,1,0,1,92641.546875
1,0,0,1,1,1,0,0,0,1,1,1,211629.15625
1,1,1,0,1,1,0,0,0,0,0,0,194362.484375
0,1,0,1,1,1,1,0,1,1,1,1,83797.640625
0,0,0,1,1,1,1,1,0,0,1,1,120998.8125
0,1,0,1,1,0,1,1,1,1,1,0,122368.0625
0,0,0,0,1,1,1,0,1,0,1,1,55906.76171875
1,1,1,1,1,0,1,0,0,0,1,1,210409.671875
0,1,0,1,1,0,1,1,0,0,0,1,113523.015625
0,1,1,1,0,0,0,0,0,0,0,1,68523.609375
0,0,0,0,1,0,0,0,0,0,0,0,6499.6787109375
1,1,1,0,1,0,1,1,0,0,1,0,214971.875
1,1,0,0,1,0,0,0,0,0,1,0,191546.4375
1,0,0,0,0,1,0,0,1,0,0,0,186353.78125
0,1,1,0,0,1,0,0,1,1,1,0,67454.609375
1,1,0,1,0,0,1,1,0,1,0,0,231732.75
0,0,1,1,1,0,0,1,0,0,0,1,113762.453125
1,1,1,0,1,1,1,1,1,1,1,1,220123.953125
0,0,0,1,1,1,0,0,0,0,0,0,62101.125
