/model.1/conv/Conv,/model.13/cv1/conv/Conv,/model.16/cv1/conv/Conv,/model.16/cv2/conv/Conv,/model.17/conv/Conv,/model.2/cv2/conv/Conv,/model.20/conv/Conv,/model.23/cv2.0/cv2.0.0/conv/Conv,/model.3/conv/Conv,/model.4/cv2/conv/Conv,/model.5/conv/Conv,/model.7/conv/Conv,output0
1,1,1,1,1,1,1,1,1,1,1,1,241641.953125
1,0,0,1,1,0,1,0,1,0,0,1,205651.34375
1,0,1,0,1,1,0,0,1,0,1,1,196969.421875
0,1,1,1,1,1,0,1,1,1,1,1,130308.328125
0,0,0,0,1,0,0,0,0,0,0,0,6480.52734375
0,0,0,0,1,0,0,0,1,0,0,0,24845.650390625
1,1,1,1,1,1,1,0,1,1,0,1,210710.71875
0,0,1,0,0,0,0,0,1,1,0,0,41115.11328125
0,1,0,1,0,0,1,0,0,0,0,1,62965.07421875
1,1,0,1,1,1,1,1,1,1,1,1,239577.125
1,1,0,1,1,0,0,1,0,0,0,1,233143.46875
0,1,0,0,0,0,0,0,1,1,1,0,54470.83203125
1,0,1,1,1,1,1,1,1,1,1,0,238286.15625
0,0,1,0,0,0,0,0,0,1,1,1,52659.32421875
0,0,1,1,0,1,0,1,0,0,0,1,117582.75
1,1,0,0,1,1,0,1,1,0,1,1,214190.328125
1,1,0,0,1,1,1,0,1,0,0,1,192768.90625
0,1,0,0,0,0,1,0,0,0,0,0,33120.9453125
0,0,0,1,0,0,0,0,0,0,0,0,50213.546875
1,1,1,1,1,0,1,1,1,1,1,1,241647.078125
1,1,0,1,1,1,1,1,1,1,1,0,237185.921875
1,1,1,1,1,1,1,1,1,1,1,0,239508.78125
1,1,0,0,1,0,1,1,1,0,1,0,215409.171875
1,1,1,1,1,1,1,0,1,0,1,1,213239.96875
1,0,0,1,0,0,0,1,1,0,0,0,235379.90625
0,1,1,0,0,1,1,0,0,1,0,1,60987.2421875
1,1,1,1,0,1,1,1,0,1,1,1,242624.46875
0,0,1,0,0,0,0,0,1,0,0,0,37354.5390625
0,0,0,1,1,1,0,1,0,0,0,0,113601.453125
1,0,0,0,0,0,1,0,0,0,0,0,182340.84375
1,0,0,0,1,0,1,1,0,0,1,1,209933.40625
0,0,0,0,0,0,0,1,1,0,0,0,67579.6484375
1,0,1,1,0,0,0,0,0,0,1,1,207005.078125
0,1,0,1,0,0,1,0,0,1,1,0,68332.96875
1,1,1,1,1,1,1,1,1,0,1,1,241515.203125
1,1,1,0,0,0,0,0,0,0,0,0,190339.15625
